qty,basis,pnl,return_pct,buy_date_dt,sell_date_dt
59,6296.891298,-48.62239,-0.772164989023128,2025-10-28,2025-10-30
296,6694.046512,301.85784,4.50934781314827,2025-10-28,2025-10-30
1517,5758.218374,38.85143,0.6747126884840856,2025-10-28,2025-10-30
25,4956.75055,-134.75525,-2.718620770617557,2025-10-28,2025-10-30
2553,4863.521166,-1200.44613,-24.68265458351662,2025-10-28,2025-10-30
114,5077.422508,199.75606000000002,3.934202042183093,2025-10-28,2025-10-30
195,5786.65429,-175.59095,-3.034412308048905,2025-10-28,2025-10-30
5,4601.00011,108.69895,2.362507007199354,2025-10-28,2025-10-30
655,8328.33941,-438.98755,-5.271009361997171,2025-10-29,2025-10-31
80,6679.40176,11.5832,0.17341672826699378,2025-10-29,2025-10-31
322,5900.6570839999995,-70.90762000000001,-1.201690235351423,2025-10-29,2025-10-31
155,4806.003409999999,-37.68255,-0.7840724773851129,2025-10-29,2025-10-31
230,7101.25506,-25.3483,-0.35695521123839197,2025-10-29,2025-10-31
283,4801.101226,381.99057,7.956311521435104,2025-10-30,2025-11-03
276,4950.066072,179.34204,3.6230231554775902,2025-10-30,2025-11-03
89,5591.981958,386.02131,6.903121521122762,2025-10-31,2025-11-04
24,7459.960528,74.79496,1.0026187098345463,2025-10-31,2025-11-04
677,5202.759894,-203.24217,-3.9064299360496295,2025-10-31,2025-11-04
767,8555.901874,298.96893,3.4943005939387666,2025-10-31,2025-11-04
209,6321.2095979999995,-33.48389,-0.5297070043460376,2025-10-31,2025-11-04
25,4849.50055,22.49475,0.4638570460621971,2025-10-31,2025-11-04
